userToken,timestamp,objectID,eventType,eventName
efd12303-7e67-4bea-9a7d-b522813ad165,2021-10-20T03:46:06Z,M0E20000000E1HU,click,click
c4ab8437-8340-4f40-8b0e-a80283ffc549,2021-12-03T17:38:24Z,M0E20000000E1HU,click,click
4105cd61-3e72-458c-8270-88a14cfe4f67,2021-11-23T10:00:45Z,M0E20000000E1HU,click,click
33adc958-4c99-48e1-ad98-5e9719e41b21,2021-12-07T10:58:09Z,M0E20000000E1HU,click,click
821080f3-3bc3-4fee-9cbf-a9154966179a,2021-10-19T18:54:41Z,M0E20000000E1HU,click,click
c6bf5fe4-1fe4-434b-82c1-e8c07c5341d5,2021-10-28T04:05:51Z,M0E20000000E1HU,click,click
023c985d-dfa6-4248-9e30-c43398001e1b,2021-09-25T10:18:46Z,M0E20000000E1HU,click,click
1b1a8f52-56be-46a4-8c7f-de2c484f5ec9,2021-09-29T22:28:36Z,M0E20000000DWIV,click,click
51a8d1fe-d95b-4489-b344-f11fc76c4bf6,2021-10-22T14:43:45Z,M0E20000000DWIV,click,click
3f4f46dd-e6e0-4d39-abd1-fd13b0f37b28,2021-10-15T21:29:04Z,M0E20000000DWIV,click,click
6d710791-48c7-47ca-ace8-6db1f46af994,2021-12-05T05:37:36Z,M0E20000000DWIV,click,click
d212e274-01f2-41b9-8b52-58b819b85a91,2021-10-03T12:29:41Z,M0E20000000DWIV,click,click
e42f462b-12ac-426b-85ef-ff517b131620,2021-11-27T00:53:07Z,M0E20000000DWIV,click,click
c2a8a1e5-ffad-4064-8f18-9bf5852b7fe9,2021-09-23T13:18:07Z,M0E20000000DWIV,click,click
6d710791-48c7-47ca-ace8-6db1f46af994,2021-11-23T19:29:08Z,M0E20000000DWIV,click,click
a2f461ba-d89a-43c0-be8e-05991f8fc4f8,2021-09-29T09:53:30Z,M0E20000000DWIV,click,click
af949607-9ee4-4456-8b7f-faa0d3818e44,2021-11-06T11:04:36Z,M0E20000000DWIV,click,click
1203d572-6f42-417f-9e49-2039cf1c6abe,2021-11-14T17:27:00Z,M0E20000000DWIV,click,click
44c27d7f-fa6b-4cdc-b558-eba3bb3919df,2021-10-02T02:13:02Z,M0E20000000DWIV,click,click
87582fd7-e71f-4447-8d25-a151cb11ae82,2021-10-28T17:13:03Z,M0E20000000DWIV,click,click
24da7bfc-cc8f-4982-8633-a58016e57ba0,2021-11-25T20:05:09Z,M0E20000000DWIV,click,click
6338db45-1c92-4ce9-a1c3-0b8ef6219c89,2021-10-04T09:31:21Z,M0E20000000DWIV,click,click
5acdb341-1378-409e-b28c-8749d7ac8612,2021-10-12T21:55:19Z,A0E20000000252A,click,click
c8773d71-37bb-4af7-8c9a-711dfd834969,2021-10-09T16:59:06Z,A0E20000000252A,click,click
828ea46f-20b9-499b-92b6-0eec2404b269,2021-11-27T08:28:49Z,A0E20000000252A,click,click
c8773d71-37bb-4af7-8c9a-711dfd834969,2021-11-17T11:03:44Z,A0E20000000252A,click,click
828ea46f-20b9-499b-92b6-0eec2404b269,2021-11-30T08:51:53Z,A0E20000000252A,click,click
65e3fdc5-69f4-4c61-87fc-8d48bfe52f0f,2021-12-11T00:12:45Z,A0E20000000252A,click,click
9fe9fb68-5346-4931-852c-e1147ad789bf,2021-10-19T20:37:51Z,A0E20000000252A,click,click
e2a6d88d-abfe-42d8-b8a7-3c49111a6074,2021-11-09T20:03:21Z,A0E20000000252A,click,click
ab828ab0-97dd-40dc-bed6-73b80d2bdff3,2021-10-08T16:22:22Z,A0E20000000252A,click,click
9fe9fb68-5346-4931-852c-e1147ad789bf,2021-11-11T07:16:25Z,A0E20000000252A,click,click
ab828ab0-97dd-40dc-bed6-73b80d2bdff3,2021-10-29T18:38:38Z,A0E20000000252A,click,click
b7256c70-74e7-4ead-8cb6-0a02047ba88a,2021-12-03T11:47:33Z,A0E20000000252A,click,click
9fe9fb68-5346-4931-852c-e1147ad789bf,2021-09-26T09:49:43Z,A0E20000000252A,click,click
828ea46f-20b9-499b-92b6-0eec2404b269,2021-09-16T00:44:08Z,A0E20000000252A,click,click
ab828ab0-97dd-40dc-bed6-73b80d2bdff3,2021-12-13T02:10:15Z,A0E20000000252A,click,click
e75d284a-1918-4078-bdf2-2a2ef8aa049c,2021-09-21T09:48:40Z,A0E2000000024ZX,click,click
ad6926a3-bcdb-4b8b-90c3-71379396bfc5,2021-09-20T20:30:02Z,A0E2000000024ZX,click,click
7091c187-7285-4d0e-9707-d820c8614e77,2021-11-25T18:41:48Z,A0E2000000024ZX,click,click
7091c187-7285-4d0e-9707-d820c8614e77,2021-11-18T12:37:53Z,A0E2000000024ZX,click,click
72040a27-2246-4e35-8d60-e6510ed850f5,2021-12-08T12:00:03Z,A0E2000000024ZX,click,click
d0138207-44f2-4553-808d-67ff117e632d,2021-12-07T22:15:52Z,A0E2000000024ZX,click,click
66137936-a115-43e4-af4e-ed4c72d70d81,2021-09-15T18:25:18Z,A0E2000000024ZX,click,click
72040a27-2246-4e35-8d60-e6510ed850f5,2021-09-24T15:15:38Z,A0E2000000024ZX,click,click
6bb0ec99-0c0a-43d7-9125-212e62c1e111,2021-10-18T12:53:36Z,A0E2000000024ZX,click,click
8c844a5e-9647-430a-b6df-5b4cb117bb58,2021-11-24T20:45:36Z,A0E2000000024ZX,click,click
4448e026-616c-4fe3-9bb0-c3a996127a13,2021-12-05T01:19:59Z,A0E2000000024ZX,click,click
91876d2c-d15c-4b69-a198-fce7351e17a0,2021-09-16T11:10:04Z,A0E2000000024ZX,click,click
d0138207-44f2-4553-808d-67ff117e632d,2021-10-14T01:48:58Z,A0E2000000024ZX,click,click
8f9c943c-f63d-4b5a-971a-162b2ee75fab,2021-11-12T08:29:09Z,A0E2000000024ZX,click,click
ad6926a3-bcdb-4b8b-90c3-71379396bfc5,2021-10-28T01:52:23Z,A0E2000000024ZX,click,click
70423bff-a590-423c-a442-0769cbdddcf7,2021-11-13T16:38:40Z,M0E20000000E9KI,click,click
41160dca-0c9c-46c6-bee0-cfeb86eb6b57,2021-10-05T05:03:09Z,M0E20000000E9KI,click,click
ad891d05-ca3d-4b6c-8758-dcc2305ed8af,2021-10-11T16:14:25Z,M0E20000000E9KI,click,click
5be07eeb-b90b-43a6-bf55-98b902e1f288,2021-09-23T16:12:15Z,M0E20000000E9KI,click,click
4c921cc5-0774-423d-9e1c-b134fc0a1de6,2021-11-02T23:35:13Z,M0E20000000E9KI,click,click
d955df99-b7d7-4f33-a392-bb2daefef553,2021-11-30T22:14:34Z,M0E20000000E9KI,click,click
42317852-519a-418b-aadb-eb7baffa3e5e,2021-11-25T01:08:17Z,M0E20000000E9KI,click,click
6e5e13b0-8004-4aa8-8d91-1b36a98f39a5,2021-10-29T05:36:33Z,M0E20000000E9KI,click,click
6a172b28-33ae-4d48-af2b-33436eca6cbc,2021-11-04T20:47:30Z,M0E20000000E9KI,click,click
5232cfdb-81fe-4f79-8043-ab9e2854e344,2021-09-23T22:51:10Z,M0E20000000E9KI,click,click
6e737492-07e0-43c7-82b3-cf740243f58f,2021-12-03T11:05:12Z,M0E20000000E9KI,click,click
a4693f6f-3499-43c2-af76-128c5445ee34,2021-10-28T01:58:42Z,M0E20000000E9KI,click,click
32f5d67a-3635-4110-8a1d-dc1e6516ead3,2021-12-04T17:17:46Z,M0E20000000E9KI,click,click
5232cfdb-81fe-4f79-8043-ab9e2854e344,2021-09-27T06:15:45Z,M0E20000000E9KI,click,click
6fc3ee6e-e050-43cc-95a5-452046370c39,2021-11-09T23:41:23Z,M0E20000000E9KI,click,click
1f7ba6eb-99ec-42f0-9aa8-ff04c83b9ec9,2021-10-05T07:37:39Z,A0E20000000279B,click,click
5c15aa34-7465-4122-a67e-0be985c0f5d8,2021-11-13T01:13:53Z,A0E20000000279B,click,click
d0101d1c-556c-449a-83f1-ec33a27313ed,2021-09-27T01:29:43Z,A0E20000000279B,click,click
bea5a5ca-ac8d-44d0-addf-8e7990e22496,2021-11-07T15:21:51Z,A0E20000000279B,click,click
26b68819-4ae6-47bf-9fb2-5a72a7b1dd55,2021-11-12T17:02:50Z,A0E20000000279B,click,click
f012f6a2-c635-458c-9a0d-488099901df6,2021-11-24T13:50:25Z,A0E20000000279B,click,click
53224f9a-fa6e-4f8e-a815-6b81380789e4,2021-10-30T11:53:13Z,A0E20000000279B,click,click
5699e4e8-6ed1-4358-8224-0d31177a1312,2021-10-03T07:41:13Z,A0E20000000279B,click,click
e817a8b8-5d73-4ca9-aae3-938f45054f44,2021-10-29T04:32:35Z,A0E20000000279B,click,click
f012f6a2-c635-458c-9a0d-488099901df6,2021-10-04T17:53:39Z,A0E20000000279B,click,click
e817a8b8-5d73-4ca9-aae3-938f45054f44,2021-11-09T22:45:43Z,A0E20000000279B,click,click
11e9ca0c-2566-4361-b85d-7cd2f70e61b8,2021-10-22T06:21:20Z,A0E20000000279B,click,click
1f7ba6eb-99ec-42f0-9aa8-ff04c83b9ec9,2021-09-26T20:18:57Z,A0E20000000279B,click,click
925fd761-e90d-4bfb-aec6-6694b59ab2f4,2021-10-17T20:46:21Z,A0E20000000279B,click,click
e0585463-1ca4-4c9e-8848-56cad5cbacbd,2021-09-21T02:44:46Z,A0E20000000279B,click,click
37a35233-27a6-4cf2-bb32-2d99b44fd18f,2021-09-29T03:02:25Z,A0E20000000251Y,click,click
c9ddb696-2a46-4157-978f-69f3611a5417,2021-09-22T21:14:00Z,A0E20000000251Y,click,click
ab828ab0-97dd-40dc-bed6-73b80d2bdff3,2021-10-13T15:49:10Z,A0E20000000251Y,click,click
e2a6d88d-abfe-42d8-b8a7-3c49111a6074,2021-10-08T20:57:22Z,A0E20000000251Y,click,click
c9ddb696-2a46-4157-978f-69f3611a5417,2021-12-12T06:59:45Z,A0E20000000251Y,click,click
c8773d71-37bb-4af7-8c9a-711dfd834969,2021-10-14T10:05:58Z,A0E20000000251Y,click,click
b1b584ee-ce61-4380-93f4-5774a348b8ca,2021-11-23T09:06:01Z,A0E20000000251Y,click,click
af65ed9d-f365-49a2-8098-25fc037fa5da,2021-12-04T23:28:06Z,A0E20000000251Y,click,click
412bf201-835c-4a5f-af8c-aa853155b241,2021-11-16T04:29:48Z,A0E20000000251Y,click,click
412bf201-835c-4a5f-af8c-aa853155b241,2021-11-09T04:08:20Z,A0E20000000251Y,click,click
a93220ad-542b-40c2-a256-a9681946171e,2021-10-20T10:26:09Z,A0E20000000251Y,click,click
412bf201-835c-4a5f-af8c-aa853155b241,2021-10-25T10:59:37Z,A0E20000000251Y,click,click
c06d69f5-09ad-4d8e-83dc-5db83e4f4248,2021-11-18T16:09:51Z,A0E20000000251Y,click,click
5acdb341-1378-409e-b28c-8749d7ac8612,2021-11-20T22:24:57Z,A0E20000000251Y,click,click
032d75b5-d500-4740-89c4-49e0ee319ad7,2021-11-09T13:47:30Z,A0E20000000251Y,click,click
b05894bd-de85-4a2b-baed-1d8f3cb65705,2021-11-28T04:06:40Z,M0E20000000DW9U,click,click
78e71caf-5d78-4825-aa14-f20d7d2712f3,2021-11-28T01:39:42Z,M0E20000000DW9U,click,click
9a148103-c0d6-4664-ba47-a7ff43c6654d,2021-11-19T14:48:31Z,M0E20000000DW9U,click,click
5ccf320a-5409-4eb8-a195-a386f20d8e08,2021-10-12T01:00:25Z,M0E20000000DW9U,click,click
ce57468f-35b3-4524-a636-ab3f3598f632,2021-11-30T01:31:12Z,M0E20000000DW9U,click,click
87582fd7-e71f-4447-8d25-a151cb11ae82,2021-10-04T01:06:07Z,M0E20000000DW9U,click,click
524a4ea3-c7ae-4770-a2f9-3f09ea1591d3,2021-12-11T13:55:06Z,M0E20000000DW9U,click,click
49bc614b-db90-4f5f-b61d-ffb420fc19ca,2021-10-25T19:16:47Z,M0E20000000DW9U,click,click
a2f461ba-d89a-43c0-be8e-05991f8fc4f8,2021-10-30T19:22:01Z,M0E20000000DW9U,click,click
9721af6a-4838-4a09-a6c0-dfddbf8d68e9,2021-09-21T21:15:44Z,M0E20000000DW9U,click,click
6d710791-48c7-47ca-ace8-6db1f46af994,2021-12-09T05:49:09Z,M0E20000000DW9U,click,click
e42f462b-12ac-426b-85ef-ff517b131620,2021-09-26T21:53:12Z,M0E20000000DW9U,click,click
51a8d1fe-d95b-4489-b344-f11fc76c4bf6,2021-12-04T19:52:13Z,M0E20000000DW9U,click,click
64063a68-3738-478c-9a9f-f2ae79a90e60,2021-10-09T19:58:05Z,M0E20000000DW9U,click,click
3f5499fc-12bb-4857-8020-268cc728bcb8,2021-10-05T17:45:56Z,M0E20000000DW9U,click,click
077e184a-555c-4ad8-88d0-f014a2f60b8c,2021-09-16T06:50:32Z,M0E20000000FBKL,click,click
9d59d8a9-000a-4a26-ae3c-cb9d3bbef8ac,2021-11-21T03:49:37Z,M0E20000000FBKL,click,click
4c7a0504-3444-455f-9a86-39fd1d398f14,2021-11-23T02:14:31Z,M0E20000000FBKL,click,click
4584d608-20d3-4632-810c-da241846bd00,2021-10-01T01:57:41Z,M0E20000000FBKL,click,click
a68668dd-0cfd-40be-9c0d-b2e924f7e75a,2021-11-19T20:42:32Z,M0E20000000FBKL,click,click
0b8a1a01-7ec7-49b7-a165-0b32e0e2ea0a,2021-11-16T04:18:52Z,M0E20000000FBKL,click,click
0c7107d3-8148-4840-b7aa-ae23b51cf98d,2021-11-14T07:58:12Z,M0E20000000FBKL,click,click
9eaf78dc-52f6-436a-9ada-3da8ed5a2e7a,2021-11-27T06:14:28Z,M0E20000000FBKL,click,click
28a2551d-797c-4df0-af05-39ebb41f12ac,2021-11-13T07:02:22Z,M0E20000000FBKL,click,click
077e184a-555c-4ad8-88d0-f014a2f60b8c,2021-09-19T18:27:02Z,M0E20000000FBKL,click,click
1190a233-00e0-4221-b6e9-3aa77bf86932,2021-09-17T02:13:54Z,M0E20000000FBKL,click,click
7421c19f-1747-4086-b018-0f71e660c1c0,2021-09-14T18:50:59Z,M0E20000000FBKL,click,click
3c407987-e72b-4752-a830-84c637f9d1ae,2021-09-28T06:15:27Z,M0E20000000FBKL,click,click
7cb0bd29-86ca-42d9-96c5-23f0fee2385c,2021-09-23T18:29:53Z,M0E20000000FBKL,click,click
f5aec15b-53aa-446c-b137-08cf80f36de8,2021-10-23T21:57:36Z,M0E20000000FBKL,click,click
9c063bb5-c158-4f55-817b-fabee9dde060,2021-11-16T03:48:14Z,M0E20000000DW0T,click,click
9a148103-c0d6-4664-ba47-a7ff43c6654d,2021-10-29T12:08:51Z,M0E20000000DW0T,click,click
85359317-c8f9-4ed6-90f8-07d0beb44d40,2021-12-03T17:41:51Z,M0E20000000DW0T,click,click
bc93a6f9-2cd8-4599-be5c-6c592bb0b76e,2021-10-01T03:20:39Z,M0E20000000DW0T,click,click
9a148103-c0d6-4664-ba47-a7ff43c6654d,2021-09-28T08:14:19Z,M0E20000000DW0T,click,click
5ccf320a-5409-4eb8-a195-a386f20d8e08,2021-10-04T07:55:43Z,M0E20000000DW0T,click,click
7599f41d-8536-4af5-9eb4-aeb851b19719,2021-10-17T09:37:43Z,M0E20000000DW0T,click,click
721567a0-941b-4849-87e3-2ba93fcdb2f1,2021-11-24T20:24:19Z,M0E20000000DW0T,click,click
b3a6b3e3-f363-4b5a-b600-3662100d9b7d,2021-11-07T20:18:16Z,M0E20000000DW0T,click,click
5ccf320a-5409-4eb8-a195-a386f20d8e08,2021-11-24T10:18:50Z,M0E20000000DW0T,click,click
7599f41d-8536-4af5-9eb4-aeb851b19719,2021-12-02T21:09:58Z,M0E20000000DW0T,click,click
721567a0-941b-4849-87e3-2ba93fcdb2f1,2021-11-28T11:37:41Z,M0E20000000DW0T,click,click
0f17a657-b6e8-4cd9-a24e-a15a75234a01,2021-10-06T08:47:37Z,M0E20000000DW0T,click,click
b05894bd-de85-4a2b-baed-1d8f3cb65705,2021-09-20T21:14:25Z,M0E20000000DW0T,click,click
1b1a8f52-56be-46a4-8c7f-de2c484f5ec9,2021-10-28T20:35:44Z,M0E20000000DW0T,click,click
93dc00ce-303d-4b3b-972e-a3869a399fee,2021-10-15T12:39:56Z,M0E20000000FBLO,click,click
c50af3a9-1847-4794-a08f-8ab313585007,2021-10-03T13:51:36Z,M0E20000000FBLO,click,click
39b9a7ae-07c2-480f-b213-a337d2dc3233,2021-10-11T18:54:23Z,M0E20000000FBLO,click,click
ebcdd8be-c5d5-4de0-b5b0-ade8cfd3ea65,2021-09-27T17:26:31Z,M0E20000000FBLO,click,click
0b8a1a01-7ec7-49b7-a165-0b32e0e2ea0a,2021-10-04T09:46:03Z,M0E20000000FBLO,click,click
1d903a64-293f-43ac-aebe-f20e90f37a3e,2021-11-27T19:44:08Z,M0E20000000FBLO,click,click
077e184a-555c-4ad8-88d0-f014a2f60b8c,2021-11-03T13:25:08Z,M0E20000000FBLO,click,click
7354cefc-e4c9-4aec-b59c-2dde26f46c44,2021-11-22T02:22:53Z,M0E20000000FBLO,click,click
930d9ead-6f7c-4d7f-9e0e-eba545422a37,2021-12-02T01:23:45Z,M0E20000000FBLO,click,click
7c6ecda5-8678-4b3b-913b-a6e0bde40c0e,2021-11-06T19:24:06Z,M0E20000000FBLO,click,click
97acd158-328f-4a09-81ac-f8e0b0b05ca2,2021-12-09T01:09:02Z,M0E20000000FBLO,click,click
d8e64a56-fecd-482b-8725-a2a9ee2a8e82,2021-10-29T21:03:02Z,M0E20000000FBLO,click,click
8e681dcc-54fe-466e-a16b-09dee929254c,2021-10-07T15:10:50Z,M0E20000000FBLO,click,click
9f66ee1c-f25f-46d5-86d4-1e3ca8924e39,2021-10-05T16:29:22Z,M0E20000000FBLO,click,click
d8e64a56-fecd-482b-8725-a2a9ee2a8e82,2021-10-20T19:22:10Z,M0E20000000FBLO,click,click
9eaf78dc-52f6-436a-9ada-3da8ed5a2e7a,2021-09-29T11:44:40Z,M0E20000000DJU1,click,click
6ca7c8b0-cee3-4eb9-9e82-381b4e8d55c7,2021-11-15T21:15:13Z,M0E20000000DJU1,click,click
06564f3f-9e8b-4678-9676-09f6725cc8da,2021-10-06T03:52:12Z,M0E20000000DJU1,click,click
a68668dd-0cfd-40be-9c0d-b2e924f7e75a,2021-09-30T04:10:03Z,M0E20000000DJU1,click,click
3e7062c4-9e02-4e40-b29e-e6188dd7d666,2021-10-05T16:37:23Z,M0E20000000DJU1,click,click
ebcdd8be-c5d5-4de0-b5b0-ade8cfd3ea65,2021-12-13T03:58:13Z,M0E20000000DJU1,click,click
62e1b2e7-81fc-4d9f-936d-30857237c6c2,2021-09-23T22:24:19Z,M0E20000000DJU1,click,click
7d2344f9-1ea0-4a37-81e6-884e43dc40d9,2021-10-11T09:36:03Z,M0E20000000DJU1,click,click
cee99934-ad0e-4a41-8121-035bf9cd3de7,2021-11-29T22:23:18Z,M0E20000000DJU1,click,click
0c7107d3-8148-4840-b7aa-ae23b51cf98d,2021-10-24T18:17:52Z,M0E20000000DJU1,click,click
97429957-7004-4941-951d-c65b53b2b804,2021-11-14T19:24:34Z,M0E20000000DJU1,click,click
8daf908b-d36d-4ec1-9ef6-4baeb3c70186,2021-11-13T07:30:10Z,M0E20000000DJU1,click,click
6705c358-5b03-48f2-a6cf-0e78a9cb96c9,2021-10-07T23:27:36Z,M0E20000000DJU1,click,click
8c4c7df7-2e8a-49e7-9663-1bdff673a9a0,2021-11-30T00:38:20Z,M0E20000000DJU1,click,click
93dc00ce-303d-4b3b-972e-a3869a399fee,2021-11-09T15:34:37Z,M0E20000000DJU1,click,click
d51fe6c5-55cd-46c5-9403-a89af31ae3c6,2021-12-08T12:10:57Z,A0E2000000026ID,click,click
f9eec0f9-493f-4542-abf5-1bade72f1b51,2021-10-04T09:51:42Z,A0E2000000026ID,click,click
39335a16-dff6-4784-8127-a92f91ff1838,2021-12-05T17:42:33Z,A0E2000000026ID,click,click
ebf1a0ea-df26-496e-b1ac-e17bb84bfdb7,2021-11-14T02:22:39Z,A0E2000000026ID,click,click
ecfaf4ca-e6af-4115-b1b7-836c5d755c74,2021-10-27T08:47:26Z,A0E2000000026ID,click,click
f8379fb2-35b8-402d-8445-eefa3150b00a,2021-10-03T22:13:31Z,A0E2000000026ID,click,click
c1f9a323-4ad8-4701-b6c1-333e73f26ba3,2021-12-08T12:30:27Z,A0E2000000026ID,click,click
e2edf5f0-9686-4f10-a2a6-d0614ffd7373,2021-11-20T11:15:20Z,A0E2000000026ID,click,click
0eb42cd5-3e3f-442b-94b4-f3d16ef7c8de,2021-11-29T21:01:46Z,A0E2000000026ID,click,click
d3bd71eb-9969-4ac9-be5e-adf110ce84d9,2021-11-21T01:05:02Z,A0E2000000026ID,click,click
0c0a0f5f-424b-420d-b766-e843f0031a38,2021-09-18T23:38:10Z,A0E2000000026ID,click,click
25b3a41d-5609-4501-8f4a-c396e9de9df6,2021-12-05T22:40:39Z,A0E2000000026ID,click,click
f08c6152-ef01-45df-997f-1bde205c8e9f,2021-12-02T13:12:36Z,A0E2000000026ID,click,click
9d8025ba-f2ce-4d3a-80d4-3e1d04f78df4,2021-12-04T14:15:49Z,A0E2000000026ID,click,click
ae0ac515-5b51-4cfd-b097-cff30df55f3f,2021-11-20T04:27:39Z,A0E2000000026ID,click,click
16f222cb-88fe-40f0-a218-99f8f231ad59,2021-10-11T16:06:20Z,A0E20000000251C,click,click
8f9c943c-f63d-4b5a-971a-162b2ee75fab,2021-10-24T18:58:56Z,A0E20000000251C,click,click
8f9c943c-f63d-4b5a-971a-162b2ee75fab,2021-11-08T10:39:03Z,A0E20000000251C,click,click
e75d284a-1918-4078-bdf2-2a2ef8aa049c,2021-11-19T17:16:21Z,A0E20000000251C,click,click
4448e026-616c-4fe3-9bb0-c3a996127a13,2021-11-12T08:42:52Z,A0E20000000251C,click,click
57418d8e-70b1-4413-acd3-d3eecbbece6e,2021-10-14T07:22:13Z,A0E20000000251C,click,click
e75d284a-1918-4078-bdf2-2a2ef8aa049c,2021-09-18T01:42:19Z,A0E20000000251C,click,click
72040a27-2246-4e35-8d60-e6510ed850f5,2021-12-02T22:51:55Z,A0E20000000251C,click,click
8c844a5e-9647-430a-b6df-5b4cb117bb58,2021-10-30T04:03:03Z,A0E20000000251C,click,click
e75d284a-1918-4078-bdf2-2a2ef8aa049c,2021-10-06T13:09:18Z,A0E20000000251C,click,click
e75d284a-1918-4078-bdf2-2a2ef8aa049c,2021-10-06T01:37:40Z,A0E20000000251C,click,click
6bb0ec99-0c0a-43d7-9125-212e62c1e111,2021-09-14T16:45:11Z,A0E20000000251C,click,click
91876d2c-d15c-4b69-a198-fce7351e17a0,2021-11-05T13:37:39Z,A0E20000000251C,click,click
8f9c943c-f63d-4b5a-971a-162b2ee75fab,2021-10-19T18:04:56Z,A0E20000000251C,click,click
57418d8e-70b1-4413-acd3-d3eecbbece6e,2021-09-24T19:13:10Z,A0E20000000251C,click,click
ae0ac515-5b51-4cfd-b097-cff30df55f3f,2021-11-16T12:31:35Z,A0E2000000022JV,click,click
5ebf3b20-7ba1-4ad2-9012-5be9f0a52103,2021-10-07T16:21:59Z,A0E2000000022JV,click,click
c2ceee08-351d-4a6c-8b7c-62183499457e,2021-09-15T16:10:22Z,A0E2000000022JV,click,click
1ec33499-eb10-4feb-8831-6a2434e38318,2021-12-06T16:28:21Z,A0E2000000022JV,click,click
c6ec4228-0aab-4f5d-9685-53798a6bc0de,2021-10-12T02:59:30Z,A0E2000000022JV,click,click
e28bed80-8103-4e8a-a650-3124136bd70e,2021-11-08T07:49:55Z,A0E2000000022JV,click,click
a97fddaf-9d03-4eaf-9c05-1c9da0a56fab,2021-10-26T04:51:45Z,A0E2000000022JV,click,click
00f03c81-4251-4e92-8cc7-7e0c79f9e3a2,2021-11-28T09:13:01Z,A0E2000000022JV,click,click
e3f29c61-a102-4b84-aeee-84ab48962b52,2021-11-06T05:56:10Z,A0E2000000022JV,click,click
a8440296-f08b-41ae-b3bb-7b62f1ca6106,2021-10-31T03:00:01Z,A0E2000000022JV,click,click
8f021b41-4910-4888-b88c-e9298b36949d,2021-11-09T16:30:00Z,A0E2000000022JV,click,click
1ec33499-eb10-4feb-8831-6a2434e38318,2021-11-02T20:25:24Z,A0E2000000022JV,click,click
f507800f-b0a5-4b55-a946-66a866a8c809,2021-11-26T10:59:49Z,A0E2000000022JV,click,click
4d6d050f-1254-447c-a963-03b9508a3bcc,2021-12-09T17:02:40Z,A0E2000000022JV,click,click
f8379fb2-35b8-402d-8445-eefa3150b00a,2021-11-25T03:23:07Z,A0E2000000022JV,click,click
d3bd71eb-9969-4ac9-be5e-adf110ce84d9,2021-11-27T01:18:54Z,A0E200000001WQV,click,click
d51fe6c5-55cd-46c5-9403-a89af31ae3c6,2021-09-17T05:29:00Z,A0E200000001WQV,click,click
e63cfcb2-66b2-4170-a348-0487a6ac955b,2021-12-07T01:14:21Z,A0E200000001WQV,click,click
ff29516f-a9cf-4e6a-92dd-89c1ce543063,2021-10-04T07:12:43Z,A0E200000001WQV,click,click
6464fa0e-63a8-4df5-a83e-f0154344431c,2021-10-14T23:41:28Z,A0E200000001WQV,click,click
afe80544-9707-47de-9480-b9580f16a2e8,2021-11-14T03:24:51Z,A0E200000001WQV,click,click
